,smiles,anchors
17240,[C]1CCNC=[NH+]1,"[2]"
17241,[C]1CCNC=[NH+]1,"[1, 2]"
17242,[C]1CCNC=[NH+]1,"[2, 1]"
17243,[C]1CCNC=[NH+]1,"[3, 4]"
17244,[C]1CCNC=[NH+]1,"[4, 3]"
17245,[C]1CCNC=[NH+]1,"[5, 4]"
17246,[C]1CCNC=[NH+]1,"[4]"
17247,[C]1CCNC=[NH+]1,"[2, 3]"
17248,[C]1CCNC=[NH+]1,"[1]"
17249,[C]1CCNC=[NH+]1,"[1, 0]"
17250,[C]1CCNC=[NH+]1,"[4, 5]"
17251,[C]1CCNC=[NH+]1,"[5, 0]"
17252,[C]1CCNC=[NH+]1,"[0, 5]"
17253,[C]1CCNC=[NH+]1,"[0]"
17254,[C]1CCNC=[NH+]1,"[3, 2]"
17255,[C]1CCNC=[NH+]1,"[3]"
17256,[CH]1NC=CCO1,"[0, 1]"
17257,[CH]1NC=CCO1,"[2]"
17258,[CH]1NC=CCO1,"[1, 2]"
17259,[CH]1NC=CCO1,"[2, 1]"
17260,[CH]1NC=CCO1,"[3, 4]"
17261,[CH]1NC=CCO1,"[4, 3]"
17262,[CH]1NC=CCO1,"[5, 4]"
17263,[CH]1NC=CCO1,"[4]"
17264,[CH]1NC=CCO1,"[2, 3]"
17265,[CH]1NC=CCO1,"[1]"
17266,[CH]1NC=CCO1,"[1, 0]"
17267,[CH]1NC=CCO1,"[4, 5]"
17268,[CH]1NC=CCO1,"[5, 0]"
17269,[CH]1NC=CCO1,"[0, 5]"
17270,[CH]1NC=CCO1,"[0]"
17271,[CH]1NC=CCO1,"[3, 2]"
17272,[CH]1NC=CCO1,"[3]"
17273,N[NH3+],"[0]"
17274,[CH]1C=NC[CH]CC1,"[3, 4]"
17275,[CH]1C=NC[CH]CC1,"[5]"
17276,[CH]1C=NC[CH]CC1,"[4, 3]"
17277,[CH]1C=NC[CH]CC1,"[5, 4]"
17278,[CH]1C=NC[CH]CC1,"[1, 0]"
17279,[CH]1C=NC[CH]CC1,"[6, 5]"
17280,[CH]1C=NC[CH]CC1,"[4]"
17281,[CH]1C=NC[CH]CC1,"[1]"
17282,[CH]1C=NC[CH]CC1,"[4, 5]"
17283,[CH]1C=NC[CH]CC1,"[5, 6]"
17284,[CH]1C=NC[CH]CC1,"[0, 1]"
17285,[CH]1C=NC[CH]CC1,"[1, 2]"
17286,[CH]1C=NC[CH]CC1,"[2, 1]"
17287,[CH]1C=NC[CH]CC1,"[0]"
17288,[CH]1C=NC[CH]CC1,"[3, 2]"
17289,[CH]1C=NC[CH]CC1,"[3]"
17290,[CH]1C=NC[CH]CC1,"[6]"
17291,[CH]1C=NC[CH]CC1,"[0, 6]"
17292,[CH]1C=NC[CH]CC1,"[2, 3]"
17293,[CH]1C=NC[CH]CC1,"[6, 0]"
17294,[C]1[CH]OC=N1,"[0, 1]"
17295,[C]1[CH]OC=N1,"[1, 2]"
17296,[C]1[CH]OC=N1,"[4, 0]"
17297,[C]1[CH]OC=N1,"[2, 1]"
17298,[C]1[CH]OC=N1,"[3, 4]"
17299,[C]1[CH]OC=N1,"[4, 3]"
17300,[C]1[CH]OC=N1,"[0, 4]"
17301,[C]1[CH]OC=N1,"[2, 3]"
17302,[C]1[CH]OC=N1,"[1]"
17303,[C]1[CH]OC=N1,"[1, 0]"
17304,[C]1[CH]OC=N1,"[0]"
17305,[C]1[CH]OC=N1,"[3, 2]"
17306,[C]1[CH]OC=N1,"[3]"
17307,[CH]1[CH]NCN[CH]1,"[0, 1]"
17308,[CH]1[CH]NCN[CH]1,"[2]"
17309,[CH]1[CH]NCN[CH]1,"[1, 2]"
17310,[CH]1[CH]NCN[CH]1,"[2, 1]"
17311,[CH]1[CH]NCN[CH]1,"[2, 3]"
17312,[CH]1[CH]NCN[CH]1,"[1]"
17313,[CH]1[CH]NCN[CH]1,"[1, 0]"
17314,[CH]1[CH]NCN[CH]1,"[0]"
17315,[CH]1[CH]NCN[CH]1,"[3, 2]"
17316,[CH]1[CH]NCN[CH]1,"[3]"
17317,[CH]I,"[0]"
17318,[CH]I,"[1]"
17319,[C]1[CH]CCC=CCCC=CCC1,"[2]"
17320,[C]1[CH]CCC=CCCC=CCC1,"[3, 4]"
17321,[C]1[CH]CCC=CCCC=CCC1,"[5]"
17322,[C]1[CH]CCC=CCCC=CCC1,"[11]"
17323,[C]1[CH]CCC=CCCC=CCC1,"[4, 3]"
17324,[C]1[CH]CCC=CCCC=CCC1,"[5, 4]"
17325,[C]1[CH]CCC=CCCC=CCC1,"[8]"
17326,[C]1[CH]CCC=CCCC=CCC1,"[8, 9]"
17327,[C]1[CH]CCC=CCCC=CCC1,"[9, 8]"
17328,[C]1[CH]CCC=CCCC=CCC1,"[1, 0]"
17329,[C]1[CH]CCC=CCCC=CCC1,"[10, 9]"
17330,[C]1[CH]CCC=CCCC=CCC1,"[0, 11]"
17331,[C]1[CH]CCC=CCCC=CCC1,"[6, 5]"
17332,[C]1[CH]CCC=CCCC=CCC1,"[4]"
17333,[C]1[CH]CCC=CCCC=CCC1,"[1]"
17334,[C]1[CH]CCC=CCCC=CCC1,"[7]"
17335,[C]1[CH]CCC=CCCC=CCC1,"[4, 5]"
17336,[C]1[CH]CCC=CCCC=CCC1,"[5, 6]"
17337,[C]1[CH]CCC=CCCC=CCC1,"[10]"
17338,[C]1[CH]CCC=CCCC=CCC1,"[0, 1]"
17339,[C]1[CH]CCC=CCCC=CCC1,"[9, 10]"
17340,[C]1[CH]CCC=CCCC=CCC1,"[1, 2]"
17341,[C]1[CH]CCC=CCCC=CCC1,"[10, 11]"
17342,[C]1[CH]CCC=CCCC=CCC1,"[2, 1]"
17343,[C]1[CH]CCC=CCCC=CCC1,"[11, 10]"
17344,[C]1[CH]CCC=CCCC=CCC1,"[6, 7]"
17345,[C]1[CH]CCC=CCCC=CCC1,"[7, 6]"
17346,[C]1[CH]CCC=CCCC=CCC1,"[0]"
17347,[C]1[CH]CCC=CCCC=CCC1,"[3, 2]"
17348,[C]1[CH]CCC=CCCC=CCC1,"[3]"
17349,[C]1[CH]CCC=CCCC=CCC1,"[9]"
17350,[C]1[CH]CCC=CCCC=CCC1,"[6]"
17351,[C]1[CH]CCC=CCCC=CCC1,"[11, 0]"
17352,[C]1[CH]CCC=CCCC=CCC1,"[8, 7]"
17353,[C]1[CH]CCC=CCCC=CCC1,"[2, 3]"
17354,[C]1[CH]CCC=CCCC=CCC1,"[7, 8]"
17355,[CH]1NC=CO1,"[0, 1]"
17356,[CH]1NC=CO1,"[2]"
17357,[CH]1NC=CO1,"[1, 2]"
17358,[CH]1NC=CO1,"[2, 1]"
17359,[CH]1NC=CO1,"[3, 4]"
17360,[CH]1NC=CO1,"[4, 3]"
17361,[CH]1NC=CO1,"[4, 0]"
17362,[CH]1NC=CO1,"[0, 4]"
17363,[CH]1NC=CO1,"[2, 3]"
17364,[CH]1NC=CO1,"[1]"
17365,[CH]1NC=CO1,"[1, 0]"
17366,[CH]1NC=CO1,"[0]"
17367,[CH]1NC=CO1,"[3, 2]"
17368,[CH]1NC=CO1,"[3]"
17369,[CH]1C=COCO1,"[0, 1]"
17370,[CH]1C=COCO1,"[2]"
17371,[CH]1C=COCO1,"[1, 2]"
17372,[CH]1C=COCO1,"[2, 1]"
17373,[CH]1C=COCO1,"[3, 4]"
17374,[CH]1C=COCO1,"[4, 3]"
17375,[CH]1C=COCO1,"[5, 4]"
17376,[CH]1C=COCO1,"[4]"
17377,[CH]1C=COCO1,"[2, 3]"
17378,[CH]1C=COCO1,"[1]"
17379,[CH]1C=COCO1,"[1, 0]"
17380,[CH]1C=COCO1,"[4, 5]"
17381,[CH]1C=COCO1,"[5, 0]"
17382,[CH]1C=COCO1,"[0, 5]"
17383,[CH]1C=COCO1,"[0]"
17384,[CH]1C=COCO1,"[3, 2]"
17385,[C]1N=CNC=N1,"[0, 1]"
17386,[C]1N=CNC=N1,"[2]"
17387,[C]1N=CNC=N1,"[1, 2]"
17388,[C]1N=CNC=N1,"[2, 1]"
17389,[C]1N=CNC=N1,"[2, 3]"
17390,[C]1N=CNC=N1,"[1, 0]"
17391,[C]1N=CNC=N1,"[0]"
17392,[C]1N=CNC=N1,"[3, 2]"
17393,[C]1N=CNC=N1,"[3]"
17394,[C]1C=CC=C1,"[0, 1]"
17395,[C]1C=CC=C1,"[2]"
17396,[C]1C=CC=C1,"[1, 2]"
17397,[C]1C=CC=C1,"[2, 1]"
17398,[C]1C=CC=C1,"[2, 3]"
17399,[C]1C=CC=C1,"[1]"
17400,[C]1C=CC=C1,"[1, 0]"
17401,[C]1C=CC=C1,"[0]"
17402,[CH]1C[CH]COC1,"[0, 1]"
17403,[CH]1C[CH]COC1,"[3, 4]"
17404,[CH]1C[CH]COC1,"[4, 3]"
17405,[CH]1C[CH]COC1,"[2, 3]"
17406,[CH]1C[CH]COC1,"[1]"
17407,[CH]1C[CH]COC1,"[1, 0]"
17408,[CH]1C[CH]COC1,"[0]"
17409,[CH]1C[CH]COC1,"[3, 2]"
17410,[CH]1C[CH]COC1,"[3]"
17411,[CH]1[CH]N[CH][CH]C1,"[0, 1]"
17412,[CH]1[CH]N[CH][CH]C1,"[2]"
17413,[CH]1[CH]N[CH][CH]C1,"[1, 2]"
17414,[CH]1[CH]N[CH][CH]C1,"[2, 1]"
17415,[CH]1[CH]N[CH][CH]C1,"[5]"
17416,[CH]1[CH]N[CH][CH]C1,"[5, 4]"
17417,[CH]1[CH]N[CH][CH]C1,"[1]"
17418,[CH]1[CH]N[CH][CH]C1,"[1, 0]"
17419,[CH]1[CH]N[CH][CH]C1,"[4, 5]"
17420,[CH]1[CH]N[CH][CH]C1,"[0]"
17421,[CH]1[CH][CH]S[CH]1,"[0, 1]"
17422,[CH]1[CH][CH]S[CH]1,"[1, 2]"
17423,[CH]1[CH][CH]S[CH]1,"[2]"
17424,[CH]1[CH][CH]S[CH]1,"[2, 1]"
17425,[CH]1[CH][CH]S[CH]1,"[2, 3]"
17426,[CH]1[CH][CH]S[CH]1,"[0]"
17427,[CH]1[CH][CH]S[CH]1,"[3, 2]"
17428,[CH]1[CH][CH]S[CH]1,"[3]"
17429,C1=CSC=CCC1,"[0, 1]"
17430,C1=CSC=CCC1,"[2]"
17431,C1=CSC=CCC1,"[1, 2]"
17432,C1=CSC=CCC1,"[2, 1]"
17433,C1=CSC=CCC1,"[5]"
17434,C1=CSC=CCC1,"[5, 4]"
17435,C1=CSC=CCC1,"[1]"
17436,C1=CSC=CCC1,"[1, 0]"
17437,C1=CSC=CCC1,"[4, 5]"
17438,C1=CSC=CCC1,"[5, 6]"
17439,C1=CSC=CCC1,"[0]"
17440,[C]1[CH]C=CO[CH]1,"[0, 1]"
17441,[C]1[CH]C=CO[CH]1,"[2]"
17442,[C]1[CH]C=CO[CH]1,"[1, 2]"
17443,[C]1[CH]C=CO[CH]1,"[2, 1]"
17444,[C]1[CH]C=CO[CH]1,"[3, 4]"
17445,[C]1[CH]C=CO[CH]1,"[5]"
17446,[C]1[CH]C=CO[CH]1,"[4, 3]"
17447,[C]1[CH]C=CO[CH]1,"[5, 4]"
17448,[C]1[CH]C=CO[CH]1,"[2, 3]"
17449,[C]1[CH]C=CO[CH]1,"[1]"
17450,[C]1[CH]C=CO[CH]1,"[1, 0]"
17451,[C]1[CH]C=CO[CH]1,"[4, 5]"
17452,[C]1[CH]C=CO[CH]1,"[5, 0]"
17453,[C]1[CH]C=CO[CH]1,"[0, 5]"
17454,[C]1[CH]C=CO[CH]1,"[0]"
17455,[C]1[CH]C=CO[CH]1,"[3, 2]"
17456,[C]1[CH]C=CO[CH]1,"[3]"
17457,[C]1CC[CH][CH]O1,"[0, 1]"
17458,[C]1CC[CH][CH]O1,"[2]"
17459,[C]1CC[CH][CH]O1,"[1, 2]"
17460,[C]1CC[CH][CH]O1,"[2, 1]"
17461,[C]1CC[CH][CH]O1,"[3, 4]"
17462,[C]1CC[CH][CH]O1,"[4, 3]"
17463,[C]1CC[CH][CH]O1,"[5, 4]"
17464,[C]1CC[CH][CH]O1,"[4]"
17465,[C]1CC[CH][CH]O1,"[2, 3]"
17466,[C]1CC[CH][CH]O1,"[1]"
17467,[C]1CC[CH][CH]O1,"[1, 0]"
17468,[C]1CC[CH][CH]O1,"[4, 5]"
17469,[C]1CC[CH][CH]O1,"[5, 0]"
17470,[C]1CC[CH][CH]O1,"[0, 5]"
17471,[C]1CC[CH][CH]O1,"[0]"
17472,[C]1CC[CH][CH]O1,"[3, 2]"
17473,[C]1CC[CH][CH]O1,"[3]"
17474,[CH]1CC[NH2+][CH]CN1,"[2]"
17475,[CH]1CC[NH2+][CH]CN1,"[3, 4]"
17476,[CH]1CC[NH2+][CH]CN1,"[5]"
17477,[CH]1CC[NH2+][CH]CN1,"[4, 3]"
17478,[CH]1CC[NH2+][CH]CN1,"[5, 4]"
17479,[CH]1CC[NH2+][CH]CN1,"[1, 0]"
17480,[CH]1CC[NH2+][CH]CN1,"[6, 5]"
17481,[CH]1CC[NH2+][CH]CN1,"[4]"
17482,[CH]1CC[NH2+][CH]CN1,"[1]"
17483,[CH]1CC[NH2+][CH]CN1,"[4, 5]"
17484,[CH]1CC[NH2+][CH]CN1,"[5, 6]"
17485,[CH]1CC[NH2+][CH]CN1,"[0, 1]"
17486,[CH]1CC[NH2+][CH]CN1,"[1, 2]"
17487,[CH]1CC[NH2+][CH]CN1,"[2, 1]"
17488,[CH]1CC[NH2+][CH]CN1,"[0]"
17489,[CH]1CC[NH2+][CH]CN1,"[3, 2]"
17490,[CH]1CC[NH2+][CH]CN1,"[6]"
17491,[CH]1CC[NH2+][CH]CN1,"[0, 6]"
17492,[CH]1CC[NH2+][CH]CN1,"[2, 3]"
17493,[CH]1CC[NH2+][CH]CN1,"[6, 0]"
17494,C1=CN=[NH+]C1,"[0, 1]"
17495,C1=CN=[NH+]C1,"[1, 2]"
17496,C1=CN=[NH+]C1,"[4, 0]"
17497,C1=CN=[NH+]C1,"[2, 1]"
17498,C1=CN=[NH+]C1,"[3, 4]"
17499,C1=CN=[NH+]C1,"[4, 3]"
17500,C1=CN=[NH+]C1,"[0, 4]"
17501,C1=CN=[NH+]C1,"[4]"
17502,C1=CN=[NH+]C1,"[2, 3]"
17503,C1=CN=[NH+]C1,"[1]"
17504,C1=CN=[NH+]C1,"[1, 0]"
17505,C1=CN=[NH+]C1,"[0]"
17506,C1=CN=[NH+]C1,"[3, 2]"
17507,[CH]1CSC[NH2+]1,"[0, 1]"
17508,[CH]1CSC[NH2+]1,"[2]"
17509,[CH]1CSC[NH2+]1,"[1, 2]"
17510,[CH]1CSC[NH2+]1,"[2, 1]"
17511,[CH]1CSC[NH2+]1,"[3, 4]"
17512,[CH]1CSC[NH2+]1,"[4, 3]"
17513,[CH]1CSC[NH2+]1,"[4, 0]"
17514,[CH]1CSC[NH2+]1,"[0, 4]"
17515,[CH]1CSC[NH2+]1,"[2, 3]"
17516,[CH]1CSC[NH2+]1,"[1]"
17517,[CH]1CSC[NH2+]1,"[1, 0]"
17518,[CH]1CSC[NH2+]1,"[0]"
17519,[CH]1CSC[NH2+]1,"[3, 2]"
17520,[CH]1CSC[NH2+]1,"[3]"
17521,[CH]1CCCOCC1,"[2]"
17522,[CH]1CCCOCC1,"[3, 4]"
17523,[CH]1CCCOCC1,"[5]"
17524,[CH]1CCCOCC1,"[4, 3]"
17525,[CH]1CCCOCC1,"[5, 4]"
17526,[CH]1CCCOCC1,"[1, 0]"
17527,[CH]1CCCOCC1,"[6, 5]"
17528,[CH]1CCCOCC1,"[1]"
17529,[CH]1CCCOCC1,"[4, 5]"
17530,[CH]1CCCOCC1,"[5, 6]"
17531,[CH]1CCCOCC1,"[0, 1]"
17532,[CH]1CCCOCC1,"[1, 2]"
17533,[CH]1CCCOCC1,"[2, 1]"
17534,[CH]1CCCOCC1,"[0]"
17535,[CH]1CCCOCC1,"[3, 2]"
17536,[CH]1CCCOCC1,"[3]"
17537,[CH]1CCCOCC1,"[6]"
17538,[CH]1CCCOCC1,"[0, 6]"
17539,[CH]1CCCOCC1,"[2, 3]"
17540,[CH]1CCCOCC1,"[6, 0]"
17541,[C]1C[NH+][CH]CN1,"[0, 1]"
17542,[C]1C[NH+][CH]CN1,"[1, 2]"
17543,[C]1C[NH+][CH]CN1,"[2, 1]"
17544,[C]1C[NH+][CH]CN1,"[3, 4]"
17545,[C]1C[NH+][CH]CN1,"[5]"
17546,[C]1C[NH+][CH]CN1,"[4, 3]"
17547,[C]1C[NH+][CH]CN1,"[5, 4]"
17548,[C]1C[NH+][CH]CN1,"[4]"
17549,[C]1C[NH+][CH]CN1,"[2, 3]"
17550,[C]1C[NH+][CH]CN1,"[1]"
17551,[C]1C[NH+][CH]CN1,"[1, 0]"
17552,[C]1C[NH+][CH]CN1,"[4, 5]"
17553,[C]1C[NH+][CH]CN1,"[5, 0]"
17554,[C]1C[NH+][CH]CN1,"[0, 5]"
17555,[C]1C[NH+][CH]CN1,"[0]"
17556,[C]1C[NH+][CH]CN1,"[3, 2]"
17557,[C]1C[NH+][CH]CN1,"[3]"
17558,[C]1[C][CH]CC[CH]1,"[0, 1]"
17559,[C]1[C][CH]CC[CH]1,"[1, 2]"
17560,[C]1[C][CH]CC[CH]1,"[2]"
17561,[C]1[C][CH]CC[CH]1,"[2, 1]"
17562,[C]1[C][CH]CC[CH]1,"[3, 4]"
17563,[C]1[C][CH]CC[CH]1,"[2, 3]"
17564,[C]1[C][CH]CC[CH]1,"[0]"
17565,[C]1[C][CH]CC[CH]1,"[3, 2]"
17566,[C]1[C][CH]CC[CH]1,"[3]"
17567,[C]1[C]O[CH]C[CH]1,"[0, 1]"
17568,[C]1[C]O[CH]C[CH]1,"[1, 2]"
17569,[C]1[C]O[CH]C[CH]1,"[2, 1]"
17570,[C]1[C]O[CH]C[CH]1,"[3, 4]"
17571,[C]1[C]O[CH]C[CH]1,"[5]"
17572,[C]1[C]O[CH]C[CH]1,"[4, 3]"
17573,[C]1[C]O[CH]C[CH]1,"[5, 4]"
17574,[C]1[C]O[CH]C[CH]1,"[4]"
17575,[C]1[C]O[CH]C[CH]1,"[2, 3]"
17576,[C]1[C]O[CH]C[CH]1,"[1]"
17577,[C]1[C]O[CH]C[CH]1,"[1, 0]"
17578,[C]1[C]O[CH]C[CH]1,"[4, 5]"
17579,[C]1[C]O[CH]C[CH]1,"[5, 0]"
17580,[C]1[C]O[CH]C[CH]1,"[0, 5]"
17581,[C]1[C]O[CH]C[CH]1,"[0]"
17582,[C]1[C]O[CH]C[CH]1,"[3, 2]"
17583,[C]1[C]O[CH]C[CH]1,"[3]"
17584,[C]1[C]O[CH]CC1,"[0, 1]"
17585,[C]1[C]O[CH]CC1,"[1, 2]"
17586,[C]1[C]O[CH]CC1,"[2, 1]"
17587,[C]1[C]O[CH]CC1,"[3, 4]"
17588,[C]1[C]O[CH]CC1,"[5]"
17589,[C]1[C]O[CH]CC1,"[4, 3]"
17590,[C]1[C]O[CH]CC1,"[5, 4]"
17591,[C]1[C]O[CH]CC1,"[4]"
17592,[C]1[C]O[CH]CC1,"[2, 3]"
17593,[C]1[C]O[CH]CC1,"[1]"
17594,[C]1[C]O[CH]CC1,"[1, 0]"
17595,[C]1[C]O[CH]CC1,"[4, 5]"
17596,[C]1[C]O[CH]CC1,"[5, 0]"
17597,[C]1[C]O[CH]CC1,"[0, 5]"
17598,[C]1[C]O[CH]CC1,"[0]"
17599,[C]1[C]O[CH]CC1,"[3, 2]"
17600,[C]1[C]O[CH]CC1,"[3]"
17601,[C]1[CH]CC=[N+]1,"[0, 1]"
17602,[C]1[CH]CC=[N+]1,"[2]"
17603,[C]1[CH]CC=[N+]1,"[1, 2]"
17604,[C]1[CH]CC=[N+]1,"[2, 1]"
17605,[C]1[CH]CC=[N+]1,"[3, 4]"
17606,[C]1[CH]CC=[N+]1,"[4, 3]"
17607,[C]1[CH]CC=[N+]1,"[4, 0]"
17608,[C]1[CH]CC=[N+]1,"[0, 4]"
17609,[C]1[CH]CC=[N+]1,"[2, 3]"
17610,[C]1[CH]CC=[N+]1,"[1]"
17611,[C]1[CH]CC=[N+]1,"[1, 0]"
17612,[C]1[CH]CC=[N+]1,"[0]"
17613,[C]1[CH]CC=[N+]1,"[3, 2]"
17614,[C]1[CH]CC=[N+]1,"[3]"
17615,[C]1CN=CS1,"[0, 1]"
17616,[C]1CN=CS1,"[1, 2]"
17617,[C]1CN=CS1,"[4, 0]"
17618,[C]1CN=CS1,"[2, 1]"
17619,[C]1CN=CS1,"[3, 4]"
17620,[C]1CN=CS1,"[4, 3]"
17621,[C]1CN=CS1,"[0, 4]"
17622,[C]1CN=CS1,"[4]"
17623,[C]1CN=CS1,"[2, 3]"
17624,[C]1CN=CS1,"[1]"
17625,[C]1CN=CS1,"[1, 0]"
17626,[C]1CN=CS1,"[0]"
17627,[C]1CN=CS1,"[3, 2]"
17628,[C]1CN=CS1,"[3]"
17629,[C]1[CH]CC=CO1,"[0, 1]"
17630,[C]1[CH]CC=CO1,"[2]"
17631,[C]1[CH]CC=CO1,"[1, 2]"
17632,[C]1[CH]CC=CO1,"[2, 1]"
17633,[C]1[CH]CC=CO1,"[3, 4]"
17634,[C]1[CH]CC=CO1,"[4, 3]"
17635,[C]1[CH]CC=CO1,"[5, 4]"
17636,[C]1[CH]CC=CO1,"[4]"
17637,[C]1[CH]CC=CO1,"[2, 3]"
17638,[C]1[CH]CC=CO1,"[1]"
17639,[C]1[CH]CC=CO1,"[1, 0]"
17640,[C]1[CH]CC=CO1,"[4, 5]"
17641,[C]1[CH]CC=CO1,"[5, 0]"
17642,[C]1[CH]CC=CO1,"[0, 5]"
17643,[C]1[CH]CC=CO1,"[0]"
17644,[C]1[CH]CC=CO1,"[3, 2]"
17645,[C]1[CH]CC=CO1,"[3]"
17646,[C]1[C][CH]C[C][CH]1,"[0, 1]"
17647,[C]1[C][CH]C[C][CH]1,"[2]"
17648,[C]1[C][CH]C[C][CH]1,"[1, 2]"
17649,[C]1[C][CH]C[C][CH]1,"[2, 1]"
17650,[C]1[C][CH]C[C][CH]1,"[3, 4]"
17651,[C]1[C][CH]C[C][CH]1,"[5]"
17652,[C]1[C][CH]C[C][CH]1,"[4, 3]"
17653,[C]1[C][CH]C[C][CH]1,"[5, 4]"
17654,[C]1[C][CH]C[C][CH]1,"[4]"
17655,[C]1[C][CH]C[C][CH]1,"[2, 3]"
17656,[C]1[C][CH]C[C][CH]1,"[1]"
17657,[C]1[C][CH]C[C][CH]1,"[1, 0]"
17658,[C]1[C][CH]C[C][CH]1,"[4, 5]"
17659,[C]1[C][CH]C[C][CH]1,"[5, 0]"
17660,[C]1[C][CH]C[C][CH]1,"[0, 5]"
17661,[C]1[C][CH]C[C][CH]1,"[0]"
17662,[C]1[C][CH]C[C][CH]1,"[3, 2]"
17663,[C]1[C][CH]C[C][CH]1,"[3]"
17664,[C]1CO[C]O1,"[0, 1]"
17665,[C]1CO[C]O1,"[1, 2]"
17666,[C]1CO[C]O1,"[4, 0]"
17667,[C]1CO[C]O1,"[2, 1]"
17668,[C]1CO[C]O1,"[3, 4]"
17669,[C]1CO[C]O1,"[4, 3]"
17670,[C]1CO[C]O1,"[0, 4]"
17671,[C]1CO[C]O1,"[2, 3]"
17672,[C]1CO[C]O1,"[1]"
17673,[C]1CO[C]O1,"[1, 0]"
17674,[C]1CO[C]O1,"[0]"
17675,[C]1CO[C]O1,"[3, 2]"
17676,[C]1CO[C]O1,"[3]"
17677,[C]1[C]O[C][CH]C1,"[0, 1]"
17678,[C]1[C]O[C][CH]C1,"[1, 2]"
17679,[C]1[C]O[C][CH]C1,"[2, 1]"
17680,[C]1[C]O[C][CH]C1,"[3, 4]"
17681,[C]1[C]O[C][CH]C1,"[5]"
17682,[C]1[C]O[C][CH]C1,"[4, 3]"
17683,[C]1[C]O[C][CH]C1,"[5, 4]"
17684,[C]1[C]O[C][CH]C1,"[4]"
17685,[C]1[C]O[C][CH]C1,"[2, 3]"
17686,[C]1[C]O[C][CH]C1,"[1]"
17687,[C]1[C]O[C][CH]C1,"[1, 0]"
17688,[C]1[C]O[C][CH]C1,"[4, 5]"
17689,[C]1[C]O[C][CH]C1,"[5, 0]"
17690,[C]1[C]O[C][CH]C1,"[0, 5]"
17691,[C]1[C]O[C][CH]C1,"[0]"
17692,[C]1[C]O[C][CH]C1,"[3, 2]"
17693,[C]1[C]O[C][CH]C1,"[3]"
17694,C1=NCCC=[NH+]1,"[0, 1]"
17695,C1=NCCC=[NH+]1,"[2]"
17696,C1=NCCC=[NH+]1,"[1, 2]"
17697,C1=NCCC=[NH+]1,"[2, 1]"
17698,C1=NCCC=[NH+]1,"[3, 4]"
17699,C1=NCCC=[NH+]1,"[4, 3]"
17700,C1=NCCC=[NH+]1,"[5, 4]"
17701,C1=NCCC=[NH+]1,"[4]"
17702,C1=NCCC=[NH+]1,"[2, 3]"
17703,C1=NCCC=[NH+]1,"[1, 0]"
17704,C1=NCCC=[NH+]1,"[4, 5]"
17705,C1=NCCC=[NH+]1,"[5, 0]"
17706,C1=NCCC=[NH+]1,"[0, 5]"
17707,C1=NCCC=[NH+]1,"[0]"
17708,C1=NCCC=[NH+]1,"[3, 2]"
17709,C1=NCCC=[NH+]1,"[3]"
17710,[CH]1CN=NC=[NH+]1,"[0, 1]"
17711,[CH]1CN=NC=[NH+]1,"[1, 2]"
17712,[CH]1CN=NC=[NH+]1,"[2, 1]"
17713,[CH]1CN=NC=[NH+]1,"[3, 4]"
17714,[CH]1CN=NC=[NH+]1,"[4, 3]"
17715,[CH]1CN=NC=[NH+]1,"[5, 4]"
17716,[CH]1CN=NC=[NH+]1,"[4]"
17717,[CH]1CN=NC=[NH+]1,"[2, 3]"
17718,[CH]1CN=NC=[NH+]1,"[1]"
17719,[CH]1CN=NC=[NH+]1,"[1, 0]"
17720,[CH]1CN=NC=[NH+]1,"[4, 5]"
17721,[CH]1CN=NC=[NH+]1,"[5, 0]"
17722,[CH]1CN=NC=[NH+]1,"[0, 5]"
17723,[CH]1CN=NC=[NH+]1,"[0]"
17724,[CH]1CN=NC=[NH+]1,"[3, 2]"
17725,[CH]1C[CH]CNCC1,"[2]"
17726,[CH]1C[CH]CNCC1,"[3, 4]"
17727,[CH]1C[CH]CNCC1,"[5]"
17728,[CH]1C[CH]CNCC1,"[4, 3]"
17729,[CH]1C[CH]CNCC1,"[5, 4]"
17730,[CH]1C[CH]CNCC1,"[1, 0]"
17731,[CH]1C[CH]CNCC1,"[6, 5]"
17732,[CH]1C[CH]CNCC1,"[4]"
17733,[CH]1C[CH]CNCC1,"[1]"
17734,[CH]1C[CH]CNCC1,"[4, 5]"
17735,[CH]1C[CH]CNCC1,"[5, 6]"
17736,[CH]1C[CH]CNCC1,"[0, 1]"
17737,[CH]1C[CH]CNCC1,"[1, 2]"
17738,[CH]1C[CH]CNCC1,"[2, 1]"
17739,[CH]1C[CH]CNCC1,"[0]"
17740,[CH]1C[CH]CNCC1,"[3, 2]"
17741,[CH]1C[CH]CNCC1,"[3]"
17742,[CH]1C[CH]CNCC1,"[6]"
17743,[CH]1C[CH]CNCC1,"[0, 6]"
17744,[CH]1C[CH]CNCC1,"[2, 3]"
17745,[CH]1C[CH]CNCC1,"[6, 0]"
17746,[CH]1C[NH2+][CH]O1,"[0, 1]"
17747,[CH]1C[NH2+][CH]O1,"[1, 2]"
17748,[CH]1C[NH2+][CH]O1,"[4, 0]"
17749,[CH]1C[NH2+][CH]O1,"[2, 1]"
17750,[CH]1C[NH2+][CH]O1,"[3, 4]"
17751,[CH]1C[NH2+][CH]O1,"[4, 3]"
17752,[CH]1C[NH2+][CH]O1,"[0, 4]"
